repo	unit	file	line	group	verdict	platform	why	snippet
pi-config	snip	snip/index.ts	73	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(home, ".pi", "agent", "snip-control", `${sessionId}.json`);
pi-config	snip	snip/index.ts	72	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	const home = process.env.PI_HOME ?? process.env.HOME ?? "/home/coder";
pi-config	snip	snip/index.test.ts	239	hardcoded-home	note		test fixture	const p = parseControlPayload(`{"v":1,"cwd":"/home/coder/workspaces/learn","active":[],"sticky":false,"sentAt":"t1","ackAt":"t2"}`);
pi-config	snip	snip/index.ts	72	hardcoded-home	adapt	win	fallback chain ends in literal /home/coder (fine wherever HOME set; wrong on Windows/new users)	const home = process.env.PI_HOME ?? process.env.HOME ?? "/home/coder";
pi-config	snip	snip/index.ts	58	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* One file per session: ~/.pi/agent/snip-control/<sessionId>.json (outside the
pi-config	sse-probe	sse-probe/index.ts	12	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*   ~/.pi/agent/sse-probe.jsonl  — one JSON line per occurrence (append-only)
pi-config	sse-probe	sse-probe/index.ts	13	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*   ~/.pi/agent/sse-probe.json   — rolling summary for a future panel/plugin
pi-config	sse-probe	sse-probe/index.ts	28	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	jsonl: join(home, ".pi", "agent", "sse-probe.jsonl"),
pi-config	sse-probe	sse-probe/index.ts	29	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	summary: join(home, ".pi", "agent", "sse-probe.json"),
pi-config	sse-probe	sse-probe/index.ts	26	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	const home = process.env.PI_HOME ?? process.env.HOME ?? "/home/coder";
pi-config	sse-probe	sse-probe/index.ts	26	hardcoded-home	adapt	win	fallback chain ends in literal /home/coder (fine wherever HOME set; wrong on Windows/new users)	const home = process.env.PI_HOME ?? process.env.HOME ?? "/home/coder";
pi-config	sse-probe	sse-probe/index.ts	12	tilde-literal	note		tilde in display/log/test string only, never passed to fs	*   ~/.pi/agent/sse-probe.jsonl  — one JSON line per occurrence (append-only)
pi-config	sse-probe	sse-probe/index.ts	13	tilde-literal	note		tilde in display/log/test string only, never passed to fs	*   ~/.pi/agent/sse-probe.json   — rolling summary for a future panel/plugin
pi-config	subagent-types	subagent-types/door-tool.test.ts	39	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	Bun.spawnSync(["mkdir", "-p", `${dir}/ws-a`, `${dir}/ws-b`]);
pi-config	subagent-types	subagent-types/door-tool.test.ts	48	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	Bun.spawnSync(["mkdir", "-p", `${dir}/ws`]);
pi-config	subagent-types	subagent-types/paseo-channel.ts	178	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	*  shell interpolation anywhere (execFile, not exec). */
pi-config	subagent-types	subagent-types/paseo-channel.ts	217	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	const { execFile } = await import("node:child_process");
pi-config	subagent-types	subagent-types/paseo-channel.ts	219	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	execFile(
pi-config	subagent-types	subagent-types/safe-bash.ts	24	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import { execFileSync } from "node:child_process";
pi-config	subagent-types	subagent-types/safe-bash.ts	95	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	return execFileSync("git", ["status", "--porcelain"], { cwd, timeout: 2000, encoding: "utf8", stdio: ["ignore", "pipe", "ignore"] }) as string;
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	173	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	"chmod-777-root",
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	212	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	/** Split arg words into (flags-string, paths) for rm/chmod-style rules. */
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	359	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	if (name === "chmod") {
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	361	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	return deny("chmod-777-root", "chmod 777 on an absolute path", "world-writable system paths are a privilege-escalation hole",
pi-config	subagent-types	subagent-types/tests/safe-bash-rules.test.ts	33	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	expect(ruleOf("chmod 777 /etc")).toBe("chmod-777-root");
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	157	container-only	note	bare,win	docker-path check in safe-bash private-data rules (a rule ABOUT docker paths, not a dependency)	if (basename(n) === "config.json") return n.startsWith(`${home}/.docker/`); // only the docker auth one
pi-config	subagent-types	subagent-types/tests/safe-bash-rules.test.ts	169	container-only	note	bare,win	docker-path check in safe-bash private-data rules (a rule ABOUT docker paths, not a dependency)	test("plain config.json outside ~/.docker is not private data", () => {
pi-config	subagent-types	subagent-types/auto-report-join.ts	47	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(base ?? join(homedir(), ".pi", "agent"), "auto-report-join", mainAgentId);
pi-config	subagent-types	subagent-types/door-tool.ts	13	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*   ~/.paseo/agents/<ws>/<agentId>.json → config.mcpServers.paseo.url
pi-config	subagent-types	subagent-types/door-tool.ts	104	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const paseo = (servers as Record<string, unknown>).paseo;
pi-config	subagent-types	subagent-types/index.ts	11	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*     ~/.paseo/agents/<ws>/<id>.json runtimeInfo.sessionId → labels["subagent.role"].
pi-config	subagent-types	subagent-types/index.ts	112	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const PASEO_AGENTS_DIR = join(homedir(), ".paseo", "agents");
pi-config	subagent-types	subagent-types/index.ts	243	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* Workspace .pi/settings.json wins over ~/.pi/agent/settings.json.
pi-config	subagent-types	subagent-types/index.ts	531	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	readSettingsJson(join(process.cwd(), ".pi", "settings.json")),
pi-config	subagent-types	subagent-types/index.ts	532	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	readSettingsJson(join(homedir(), ".pi", "agent", "settings.json")),
pi-config	subagent-types	subagent-types/index.ts	537	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	readSettingsJson(join(process.cwd(), ".pi", "settings.json")),
pi-config	subagent-types	subagent-types/index.ts	538	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	readSettingsJson(join(homedir(), ".pi", "agent", "settings.json")),
pi-config	subagent-types	subagent-types/index.ts	550	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	readSettingsJson(join(process.cwd(), ".pi", "settings.json")),
pi-config	subagent-types	subagent-types/index.ts	551	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	readSettingsJson(join(homedir(), ".pi", "agent", "settings.json")),
pi-config	subagent-types	subagent-types/index.ts	553	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	isPluginEnabled(readSettingsJson(join(homedir(), ".paseo", "config.json"))),
pi-config	subagent-types	subagent-types/index.ts	562	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	"[subagent-types] no paseo daemon found (~/.paseo/config.json absent, no PASEO_* env) - spawn tools NOT registered (standalone-clean #187); start paseo to enabl
pi-config	subagent-types	subagent-types/paseo-channel.ts	54	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const server = d?.mcpServers?.paseo;
pi-config	subagent-types	subagent-types/paseo-channel.ts	258	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(base ?? join(homedir(), ".pi", "agent"), "subagent-channel");
pi-config	subagent-types	subagent-types/paseo-spawn.ts	39	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const server = d?.mcpServers?.paseo;
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	200	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	if (n === `${home}/.pi/agent/settings.json`) return true;
pi-config	subagent-types	subagent-types/safe-bash.ts	13	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* OR deny, lands in ~/.pi/agent/safe-bash-shadow.jsonl so blocked-command
pi-config	subagent-types	subagent-types/safe-bash.ts	48	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const ws = readSettingsJson(join(cwd, ".pi", "settings.json"));
pi-config	subagent-types	subagent-types/safe-bash.ts	49	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const user = readSettingsJson(join(os.homedir(), ".pi", "agent", "settings.json"));
pi-config	subagent-types	subagent-types/safe-bash.ts	106	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const shadowPath = opts.shadowLogPath ?? join(os.homedir(), ".pi", "agent", "safe-bash-shadow.jsonl");
pi-config	subagent-types	subagent-types/spawner-mode.ts	10	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* auto (default) = plugin when ~/.paseo/config.json enables paseo-subagents.
pi-config	subagent-types	subagent-types/spawner-mode.ts	35	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Read daemon config (~/.paseo/config.json) — fail-open: invalid config treats
pi-config	subagent-types	subagent-types/spawner-mode.ts	53	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* sign of a paseo daemon on this machine — ~/.paseo/config.json exists or any
pi-config	subagent-types	subagent-types/spawner-mode.ts	59	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	if (existsSync(join(home, ".paseo", "config.json"))) return true;
pi-config	subagent-types	subagent-types/tests/safe-bash-rules.test.ts	83	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(ruleOf("echo {} > /home/tester/.pi/agent/settings.json")).toBe("write-protected-path");
pi-config	subagent-types	subagent-types/tests/spawner-mode.test.ts	48	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	test("#187 paseoPresent: true when ~/.paseo/config.json exists", () => {
pi-config	subagent-types	subagent-types/tests/spawner-mode.test.ts	51	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	mkdirSync(join(home, ".paseo"), { recursive: true });
pi-config	subagent-types	subagent-types/tests/spawner-mode.test.ts	52	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	writeFileSync(join(home, ".paseo", "config.json"), "{}");
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	181	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	return opts.home ?? process.env.HOME ?? "/home/user";
pi-config	subagent-types	subagent-types/channel.test.ts	37	fwdslash-build	portable		forward slash inside a URL — correct on every OS	const ep = { url: `http://localhost:${server.port}/mcp`, token: "t" } as never;
pi-config	subagent-types	subagent-types/door-tool.test.ts	39	fwdslash-build	adapt	win	template-literal path joined with '/' separator	Bun.spawnSync(["mkdir", "-p", `${dir}/ws-a`, `${dir}/ws-b`]);
pi-config	subagent-types	subagent-types/door-tool.test.ts	40	fwdslash-build	portable		forward slash inside a URL — correct on every OS	Bun.write(`${dir}/ws-a/other.json`, JSON.stringify(rec("http://127.0.0.1:1/mcp/agents")));
pi-config	subagent-types	subagent-types/door-tool.test.ts	41	fwdslash-build	adapt	win	template-literal path joined with '/' separator	Bun.write(`${dir}/ws-b/agent-1.json`, JSON.stringify(rec(doorUrl)));
pi-config	subagent-types	subagent-types/door-tool.test.ts	48	fwdslash-build	adapt	win	template-literal path joined with '/' separator	Bun.spawnSync(["mkdir", "-p", `${dir}/ws`]);
pi-config	subagent-types	subagent-types/door-tool.test.ts	49	fwdslash-build	portable		forward slash inside a URL — correct on every OS	Bun.write(`${dir}/ws/main-agent.json`, JSON.stringify(rec("http://127.0.0.1:6767/mcp/agents")));
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	157	fwdslash-build	adapt	win	template-literal path joined with '/' separator	if (basename(n) === "config.json") return n.startsWith(`${home}/.docker/`); // only the docker auth one
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	200	fwdslash-build	adapt	win	template-literal path joined with '/' separator	if (n === `${home}/.pi/agent/settings.json`) return true;
pi-config	subagent-types	subagent-types/tests/safe-bash-rules.test.ts	92	fwdslash-build	adapt	win	template-literal path joined with '/' separator	expect(checkBash(`echo x > ${CWD}/notes.md`, opts)).toBeNull();
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	53	homedir-api	portable		os.homedir()-anchored — adapts to any user	/** Home dir override for tests; defaults to os.homedir(). */
pi-config	subagent-types	subagent-types/safe-bash.ts	49	homedir-api	portable		os.homedir()-anchored — adapts to any user	const user = readSettingsJson(join(os.homedir(), ".pi", "agent", "settings.json"));
pi-config	subagent-types	subagent-types/safe-bash.ts	106	homedir-api	portable		os.homedir()-anchored — adapts to any user	const shadowPath = opts.shadowLogPath ?? join(os.homedir(), ".pi", "agent", "safe-bash-shadow.jsonl");
pi-config	subagent-types	subagent-types/index.ts	1781	signals	adapt	win	POSIX signals — Windows emulates partially (TerminationProcess, no SIGKILL/SIGUSR)	// tight loop) for the whole 45m window — timers, SIGTERM and network
pi-config	subagent-types	subagent-types/door-tool.ts	13	tilde-literal	note		tilde in display/log/test string only, never passed to fs	*   ~/.paseo/agents/<ws>/<agentId>.json → config.mcpServers.paseo.url
pi-config	subagent-types	subagent-types/index.ts	11	tilde-literal	note		tilde in display/log/test string only, never passed to fs	*     ~/.paseo/agents/<ws>/<id>.json runtimeInfo.sessionId → labels["subagent.role"].
pi-config	subagent-types	subagent-types/index.ts	243	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* Workspace .pi/settings.json wins over ~/.pi/agent/settings.json.
pi-config	subagent-types	subagent-types/index.ts	562	tilde-literal	note		tilde in display/log/test string only, never passed to fs	"[subagent-types] no paseo daemon found (~/.paseo/config.json absent, no PASEO_* env) - spawn tools NOT registered (standalone-clean #187); start paseo to enabl
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	186	tilde-literal	portable		guard performs its own tilde->home expansion (portable)	if (s.startsWith("~")) s = home + s.slice(1);
pi-config	subagent-types	subagent-types/safe-bash-rules.ts	351	tilde-literal	note		tilde in display/log/test string only, never passed to fs	const rooty = rest.some((p) => ROOTY.test(p) || p === "/" || p === "~" || p === "$HOME");
pi-config	subagent-types	subagent-types/safe-bash.ts	13	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* OR deny, lands in ~/.pi/agent/safe-bash-shadow.jsonl so blocked-command
pi-config	subagent-types	subagent-types/spawner-mode.ts	10	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* auto (default) = plugin when ~/.paseo/config.json enables paseo-subagents.
pi-config	subagent-types	subagent-types/spawner-mode.ts	35	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Read daemon config (~/.paseo/config.json) — fail-open: invalid config treats
pi-config	subagent-types	subagent-types/spawner-mode.ts	53	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* sign of a paseo daemon on this machine — ~/.paseo/config.json exists or any
pi-config	subagent-types	subagent-types/tests/spawner-mode.test.ts	48	tilde-literal	note		tilde in display/log/test string only, never passed to fs	test("#187 paseoPresent: true when ~/.paseo/config.json exists", () => {
pi-config	task	task/index.ts	19	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import { spawn } from "node:child_process";
pi-config	task	task/index.ts	175	child-spawn	portable-caveat	win	entry-point trick (execPath + real entry .mjs); PATH-'pi' fallback hits .cmd problem on Win	const proc = spawn(pi.command, argv, {
pi-config	task	task/index.test.ts	443	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	test("taskStatusPath lands under ~/.pi/agent/task-status/<sessionId>.json", () => {
pi-config	task	task/index.test.ts	445	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	assert.ok(p.endsWith([".pi", "agent", "task-status", "abc123.json"].join("/")), `bad path: ${p}`);
pi-config	task	task/index.test.ts	484	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const file = join(tmp, ".pi", "agent", "task-status", "wire-test-session.json");
pi-config	task	task/index.test.ts	537	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const file = join(tmp, ".pi", "agent", "task-status", "flush-session.json");
pi-config	task	task/index.ts	70	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	// settings taskJudgeModel (workspace .pi/settings.json > ~/.pi/agent).
pi-config	task	task/index.ts	75	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const candidates = [`${cwd}/.pi/settings.json`, `${process.env.HOME || ""}/.pi/agent/settings.json`];
pi-config	task	task/index.ts	153	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const agentHome = `${homedir()}/.pi/agent`;
pi-config	task	task/index.ts	411	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Read-only file projection (~/.pi/agent/task-status/<sessionId>.json):
pi-config	task	task/index.ts	967	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	? `\nPARKED (stopped, awaiting the user): ${result.task!.appealReason ?? "—"} — only the USER can reopen: the "reopen (user)" button on the task panel (writes f
pi-config	task	task/src/control.ts	43	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(home, ".pi", "agent", "task-control");
pi-config	task	task/src/goal-bridge.test.ts	10	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const dir = join(HOME, ".pi", "agent", "goal-state");
pi-config	task	task/src/goal-bridge.test.ts	40	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const raw = JSON.parse(readFileSync(join(HOME, ".pi/agent/goal-state", `${SID}.json`), "utf8"));
pi-config	task	task/src/goal-bridge.test.ts	62	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const dir = join(HOME, ".pi", "agent", "plan-control");
pi-config	task	task/src/goal-bridge.ts	25	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(home(), ".pi", "agent", "goal-state", `${sessionId}.json`);
pi-config	task	task/src/goal-bridge.ts	65	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	for (const f of readdirSync(join(home(), ".pi", "agent", "goal-state"))) {
pi-config	task	task/src/goal-bridge.ts	84	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	for (const f of readdirSync(join(home(), ".pi", "agent", "goal-state"))) {
pi-config	task	task/src/goal-bridge.ts	101	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const raw = JSON.parse(readFileSync(join(home(), ".pi", "agent", "plan-control", `${sessionId}.status.json`), "utf8")) as Record<string, unknown>;
pi-config	task	task/src/judge-session.test.ts	9	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const p = judgeSessionPath("/home/x/.pi/agent/sessions");
pi-config	task	task/src/plan-bridge.ts	4	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* bridge request into ~/.pi/agent/plan-bridge/<sessionId>.json when the user
pi-config	task	task/src/plan-bridge.ts	44	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(home(), ".pi", "agent", "plan-bridge", `${sessionId}.json`);
pi-config	task	task/src/status-file-doorbell.test.ts	11	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const bridges = join(home, ".paseo", "plugin-data", "bridges");
pi-config	task	task/src/status-file.ts	8	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* ~/.pi/agent/task-status/<sessionId>.json; written after every commit and
pi-config	task	task/src/status-file.ts	61	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return path.join(home, ".pi", "agent", "task-status", `${sessionId}.json`);
pi-config	task	task/index.test.ts	476	env-HOME	note		test-only HOME manipulation	const prevHome = process.env.HOME;
pi-config	task	task/index.test.ts	477	env-HOME	note		test-only HOME manipulation	process.env.HOME = tmp;
pi-config	task	task/index.test.ts	502	env-HOME	note		test-only HOME manipulation	if (prevHome !== undefined) process.env.HOME = prevHome;
pi-config	task	task/index.test.ts	508	env-HOME	note		test-only HOME manipulation	const prevHome = process.env.HOME;
pi-config	task	task/index.test.ts	509	env-HOME	note		test-only HOME manipulation	process.env.HOME = "/proc/definitely-not-writable";
pi-config	task	task/index.test.ts	519	env-HOME	note		test-only HOME manipulation	if (prevHome !== undefined) process.env.HOME = prevHome;
pi-config	task	task/index.test.ts	527	env-HOME	note		test-only HOME manipulation	const prevHome = process.env.HOME;
pi-config	task	task/index.test.ts	528	env-HOME	note		test-only HOME manipulation	process.env.HOME = tmp;
pi-config	task	task/index.test.ts	541	env-HOME	note		test-only HOME manipulation	if (prevHome !== undefined) process.env.HOME = prevHome;
pi-config	task	task/index.ts	75	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	const candidates = [`${cwd}/.pi/settings.json`, `${process.env.HOME || ""}/.pi/agent/settings.json`];
pi-config	task	task/src/control.ts	42	env-HOME	portable		HOME with os.homedir() fallback	const home = process.env.HOME || homedir();
pi-config	task	task/src/goal-bridge.test.ts	19	env-HOME	note		test-only HOME manipulation	beforeAll(() => { process.env.HOME = HOME; });
pi-config	task	task/src/goal-bridge.ts	21	env-HOME	portable		HOME with os.homedir() fallback	return process.env.HOME ?? homedir();
pi-config	task	task/src/plan-bridge.ts	40	env-HOME	portable		HOME with os.homedir() fallback	return process.env.HOME ?? homedir();
pi-config	task	task/src/status-file-doorbell.test.ts	21	env-HOME	note		test-only HOME manipulation	const prevHome = process.env.HOME;
pi-config	task	task/src/status-file-doorbell.test.ts	22	env-HOME	note		test-only HOME manipulation	process.env.HOME = home; // pokeBridges resolves bridgesDir from HOME at call time
pi-config	task	task/src/status-file-doorbell.test.ts	36	env-HOME	note		test-only HOME manipulation	process.env.HOME = prevHome;
pi-config	task	task/src/status-file.ts	60	env-HOME	portable		HOME with os.homedir() fallback	const home = process.env.HOME || homedir();
pi-config	task	task/index.ts	75	fwdslash-build	adapt	win	template-literal path joined with '/' separator	const candidates = [`${cwd}/.pi/settings.json`, `${process.env.HOME || ""}/.pi/agent/settings.json`];
pi-config	task	task/index.ts	132	fwdslash-build	adapt	win	template-literal path joined with '/' separator	appendFileSync(`${agentHome}/judge-sessions.jsonl`, JSON.stringify(entry) + "\n");
pi-config	task	task/index.ts	153	fwdslash-build	adapt	win	template-literal path joined with '/' separator	const agentHome = `${homedir()}/.pi/agent`;
pi-config	task	task/index.ts	154	fwdslash-build	adapt	win	template-literal path joined with '/' separator	const sessionPath = judgeSessionPath(`${agentHome}/sessions`);
pi-config	task	task/src/status-file.ts	58	homedir-api	portable		os.homedir()-anchored — adapts to any user	// bun caches os.homedir() after first call, so prefer $HOME explicitly
pi-config	task	task/index.test.ts	509	procfs	note		/proc/ literal in tests (unwritable-dir simulation) only	process.env.HOME = "/proc/definitely-not-writable";
pi-config	task	task/src/judge-session.test.ts	39	procfs	note		/proc/ literal in tests (unwritable-dir simulation) only	expect(() => appendJudgeRegistry("/proc/definitely-not-here", { ts: "t", cwd: "c", path: "p" })).not.toThrow();
pi-config	task	task/index.ts	185	signals	adapt	win	POSIX signals — Windows emulates partially (TerminationProcess, no SIGKILL/SIGUSR)	proc.kill("SIGKILL");
pi-config	task	task/src/judge.test.ts	72	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	mk("setsid nohup bash -c 'bun test...' > /tmp/blk-v1475-gate.log ... & echo bg:$!", "bg:701792", T1),
pi-config	task	task/index.test.ts	443	tilde-literal	note		tilde in display/log/test string only, never passed to fs	test("taskStatusPath lands under ~/.pi/agent/task-status/<sessionId>.json", () => {
pi-config	task	task/index.ts	70	tilde-literal	note		tilde in display/log/test string only, never passed to fs	// settings taskJudgeModel (workspace .pi/settings.json > ~/.pi/agent).
pi-config	task	task/index.ts	411	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Read-only file projection (~/.pi/agent/task-status/<sessionId>.json):
pi-config	task	task/index.ts	967	tilde-literal	note		tilde in display/log/test string only, never passed to fs	? `\nPARKED (stopped, awaiting the user): ${result.task!.appealReason ?? "—"} — only the USER can reopen: the "reopen (user)" button on the task panel (writes f
pi-config	task	task/src/plan-bridge.ts	4	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* bridge request into ~/.pi/agent/plan-bridge/<sessionId>.json when the user
pi-config	task	task/src/status-file.ts	8	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.pi/agent/task-status/<sessionId>.json; written after every commit and
pi-config	task	task/src/status-file-doorbell.test.ts	13	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sockPath = join(bridges, "panel.sock");
pi-config	telemetry	telemetry/heartbeat.ts	6	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* file at ~/.pi/agent/telemetry/instances/<pid>.json at lifecycle events; any
pi-config	telemetry	telemetry/index.ts	5	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* ~/.pi/agent/telemetry/instances/<pid>.json (atomic tmp+rename). Consumers
pi-config	telemetry	telemetry/index.ts	42	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return process.env.PI_TELEMETRY_DIR ?? join(process.env.HOME ?? "", ".pi", "agent", "telemetry", "instances");
pi-config	telemetry	telemetry/index.ts	42	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	return process.env.PI_TELEMETRY_DIR ?? join(process.env.HOME ?? "", ".pi", "agent", "telemetry", "instances");
pi-config	telemetry	telemetry/heartbeat.ts	97	signals	adapt	win	POSIX signals — Windows emulates partially (TerminationProcess, no SIGKILL/SIGUSR)	process.kill(pid, 0);
pi-config	telemetry	telemetry/heartbeat.ts	6	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* file at ~/.pi/agent/telemetry/instances/<pid>.json at lifecycle events; any
pi-config	telemetry	telemetry/index.ts	5	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.pi/agent/telemetry/instances/<pid>.json (atomic tmp+rename). Consumers
pi-config	visual-tools	visual-tools/tools/_common.ts	11	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import { spawn } from "node:child_process"
pi-config	visual-tools	visual-tools/tools/_common.ts	108	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	const child = spawn(cmd, args, {
pi-config	visual-tools	visual-tools/tools/_common.ts	74	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* Workspace-scoped shared libraries (.pi/lib/root) extracted from Debian
pi-config	visual-tools	visual-tools/tools/_common.ts	39	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	const home = process.env.HOME ?? "/home/coder"
